smiles	RT
C1=C(NC=N1)CC(C(=O)O)N	31.62
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O	231.35999999999999
C1=CC=C2C(=C1)C(=CN2)CC(=O)NC(CCC(=O)N)C(=O)O	238.02
C1=CC=C2C(=C1)C(=CN2)CC(=O)OC3C(C(C(C(O3)C(=O)O)O)O)O	265.14
C1=NC2=C(N1)C(=O)NC=N2	72.66000000000001
C1=CC=C(C=C1)C(=O)NCC(=O)O	215.04
C1CC(N(C1)C(=O)CN)C(=O)O	52.56
C(CC(=O)N)C(C(=O)O)N	32.34
C(CC(C(=O)O)N)CC(=O)O	37.68
CN(CC(=O)O)C(=N)N	36.48
C(C(=O)O)C(CC(=O)O)(C(=O)O)O	65.7
CCCCCC=CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	338.88
CN1C=NC2=C1C(=O)N(C(=O)N2C)C	208.92000000000002
CC(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C	144.42000000000002
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	147.6
CNC(=NC)NCCCC(C(=O)O)N	37.8
CN(C)C(=NCCCC(C(=O)O)N)N	37.8
CC(=O)NC(CCC(=O)O)C(=O)O	81.60000000000001
CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O	116.88
CC(=O)NC1=CC=C(C=C1)O	154.5
CN1C=NC2=C1C(=O)NC(=N2)N	75.66
C1CC(=O)NC1C(=O)O	76.38
CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O	165.29999999999998
CC1=C(NC(=O)N=C1)N	39.36
CC1=NC=C(C(=C1O)C(=O)O)CO	103.26
C1=C(NC=N1)CC(=O)O	36.18
C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O	185.52
C(CC(=O)O)CN=C(N)N	52.44
CN1CCCCC1C(=O)O	55.86
CN1C=NC2=C1C(=O)N(C(=O)N2)C	166.26
CN1C(=O)C2=C(NC(=O)N2)NC1=O	109.98
CC(=O)NC1=NC(=O)N(C=C1)C2C(C(C(O2)CO)O)O	130.8
CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O	331.8
C(CCNC(=O)N)CC(C(=O)O)N	39.0
C1=C(N=C2C(=O)NC(=NC2=N1)N)C(C(CO)O)O	55.800000000000004
CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C	417.6
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	40.800000000000004
C1=CC=C2C(=C1)C(=CN2)CC(=O)O	335.4
C1=CC=C2C(=C1)C(=CN2)CCN	182.4
C1C(NC(C2=C1C3=CC=CC=C3N2)C(C(C(C(CO)O)O)O)O)C(=O)O	120.6
C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O	33.6
CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O	87.6
CN1C2=C(C(=O)N(C1=O)C)NC=N2	165.6
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@]4(C(=O)CO)O)CO)O	337.8
C[N+](C)(C)CC(=O)[O-]	33.6
C1=CC(=C(N=C1)C(=O)O)C(=O)O	61.800000000000004
C1=CC2=C(C=C1O)C(=CN2)CC(=O)O	195.6
C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O	99.0
C[N+](C)(C)CC(CC(=O)[O-])O	32.400000000000006
C[N+](C)(C)CCCCC(C(=O)[O-])N	27.6
C1=CC2=C(C=C1O)C(=CN2)CCN	105.6
C(CC(C(=O)O)N)CN=C(N)NC(CC(=O)O)C(=O)O	31.8
C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N	81.60000000000001
C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N	106.8
C1=CN(C=N1)CC(C(=O)O)O	36.6
C1=CC(=CC=C1CC(C(=O)O)N)O	84.0
C1=CC(=CC=C1CCN)O	87.6
C1=CC(=C(C=C1CCN)O)O	69.0
CCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	149.76
CN1CCCC1C(=O)O	40.800000000000004
C(CCNC(CCC(=O)O)C(=O)O)CC(C(=O)O)N	33.6
CC1=CNC(=O)NC1=O	98.39999999999999
C1=NC2=C(N1)C(=O)NC(=N2)N	55.2
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	96.60000000000001
CN1C2=C(C(=O)NC1=O)NC=N2	117.6
COC1=C(C=CC(=C1)CC(C(=O)O)N)O	106.2
CN1C=[N+](C2=C1C(=O)NC(=N2)N)C3C(C(C(O3)CO)O)O	122.99999999999999
C1=CC=C2C(=C1)C=CC(=N2)C(=O)O	194.4
CC=C(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C	181.79999999999998
CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	272.4
CCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	484.20000000000005
CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	565.2
CCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	636.5999999999999
CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	648.0
CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	652.8000000000001
C1=CC(=CC=C1CC(C(=O)O)N)OS(=O)(=O)O	89.4
C1=C(N(C(=C1)C=O)CCCCC(C(=O)O)N)CO	148.8
CN1C=NC2=C1C(=O)NC(=O)N2	108.60000000000001
CC(C)CC(C(=O)O)N	88.2
CCC(C)C(C(=O)O)N	84.0
C1=NC(=C(N1C2C(C(C(O2)CO)O)O)N)C(=O)N	78.0
C[S+](CCC(C(=O)O)N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O	34.8
C1=NC(=C(N1C2C(C(C(O2)CO)O)O)N)C(=O)NC(CC(=O)O)C(=O)O	99.6
CN1C=NC2=C(C1=O)N=CN2C3C(C(C(O3)CO)O)O	120.0
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)NC(CC(=O)O)C(=O)O	138.6
C1=CC(=C(C(=C1)O)N)C(=O)O	151.79999999999998
CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O	178.20000000000002
C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)[O-]	192.0
CC(C)CC(C(=O)NC(CC(C)C)C(=O)O)N	219.60000000000002
C1=CC=C(C=C1)CC(C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)O)N	282.0
CC(C)CC(C(=O)NC(C(C)C)C(=O)O)N	157.20000000000002
CC(=O)NCCCNCCCCNCCCNC(=O)C	37.8
CC(=O)NCCCNCCCC(=O)O	55.800000000000004
CC(=O)NCCCN1CCCC1=O	156.0
CC(=O)NC(CCCCN)C(=O)O	41.4
C[N+]1=CC=CC=C1	36.0
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	227.4
C1=C(NC=N1)CCC(=O)O	48.6
C1=CC=C(C=C1)CCN	142.79999999999998
CN1C(CCC1=O)C2=CN=CC=C2	85.19999999999999
CN1C(CCC1=O)C2=C[N+](=CC=C2)[O-]	111.0
C1CC(=O)NC1C2=CN=CC=C2	61.800000000000004
CN1CCCC1C2=CN=CC=C2	72.0
C1CC(NC1)C2=CN=CC=C2	56.4
