experiment_name,run_dir,output_root,run_date,status,cleanable,archived,archived_note,config_sha1,config_hash_type,config_path,config_source,effective_config_path,effective_config_sha1,summary_path,avg_mae,avg_r2,win_both,dataset_count,seed_count,key_hparams,error
outputs_micro_0233_hyper_logk_v1,outputs_micro_0233_hyper_logk_v1,outputs_micro_0233_hyper_logk_v1,2026-02-09T22:00:10+08:00,success,false,false,,336d57b7b76c07237cbe599bfa813a641d835bf3,normalized_sha1,configs/micro_0233_hyper_logk.yaml,output_root_match,experiments/configs/336d57b7b76c07237cbe599bfa813a641d835bf3.yaml,336d57b7b76c07237cbe599bfa813a641d835bf3,outputs_micro_0233_hyper_logk_v1/metrics/summary_vs_paper.csv,69.850474,0.637200,0,1,5,"{""datasets.external"": [""0233""], ""datasets.external_count"": 1, ""datasets.pretrain_count"": 14, ""models.CALIBRATE"": false, ""models.CLIP_MULT"": 1.5, ""models.ENABLE_FAIL_TUNING"": false, ""models.ENABLE_HYPER_TL"": true, ""models.FUSION_TOP_K"": 1, ""models.HYPER_TL.cp_hidden"": 512, ""models.HYPER_TL.dropout"": 0.05, ""models.HYPER_TL.embed_dim"": 256, ""models.HYPER_TL.mol_hidden"": 1024, ""models.HYPER_TL.n_models"": 5, ""models.ONLY_HYPER_TL"": true, ""seeds.default"": ""0:4"", ""transfer_weights.adaptive_source"": false, ""transfer_weights.source"": 0.2, ""transfer_weights.target"": 1.0, ""transfer_weights.target_transform"": ""logk""}",
outputs_phase2_smoke,outputs_phase2_smoke,outputs_phase2_smoke,2026-04-13T11:35:40+08:00,success,false,false,,1f386383174f4b8368a0c8eb0fe397080753c9c1,normalized_sha1,experiments/configs/1f386383174f4b8368a0c8eb0fe397080753c9c1.yaml,config_hash_match,experiments/configs/1f386383174f4b8368a0c8eb0fe397080753c9c1.yaml,1f386383174f4b8368a0c8eb0fe397080753c9c1,outputs_phase2_smoke/metrics/summary_vs_paper.csv,49.098248,0.573824,0,2,2,"{""datasets.external"": [""0050"", ""0233""], ""datasets.external_count"": 2, ""datasets.pretrain_count"": 14, ""models.CALIBRATE"": true, ""models.CLIP_MULT"": 1.5, ""models.ENABLE_FAIL_TUNING"": true, ""models.FUSION_TOP_K"": 2, ""seeds.default"": ""0:1"", ""transfer_weights.adaptive_source"": false, ""transfer_weights.max_scale"": 2.0, ""transfer_weights.min_scale"": 0.25, ""transfer_weights.similarity_power"": 2.0, ""transfer_weights.source"": 0.2, ""transfer_weights.target"": 1.0, ""transfer_weights.target_normalize"": false}",
outputs_phase3_smoke,outputs_phase3_smoke,outputs_phase3_smoke,2026-04-13T11:43:57+08:00,success,false,false,,93b70bd760fc539431309bf890725fcd12942da4,normalized_sha1,experiments/configs/93b70bd760fc539431309bf890725fcd12942da4.yaml,config_hash_match,experiments/configs/93b70bd760fc539431309bf890725fcd12942da4.yaml,93b70bd760fc539431309bf890725fcd12942da4,outputs_phase3_smoke/metrics/summary_vs_paper.csv,49.098248,0.573824,0,2,2,"{""datasets.external"": [""0050"", ""0233""], ""datasets.external_count"": 2, ""datasets.pretrain_count"": 14, ""models.CALIBRATE"": true, ""models.CLIP_MULT"": 1.5, ""models.ENABLE_FAIL_TUNING"": true, ""models.FUSION_TOP_K"": 2, ""seeds.default"": ""0:1"", ""transfer_weights.adaptive_source"": false, ""transfer_weights.max_scale"": 2.0, ""transfer_weights.min_scale"": 0.25, ""transfer_weights.similarity_power"": 2.0, ""transfer_weights.source"": 0.2, ""transfer_weights.target"": 1.0, ""transfer_weights.target_normalize"": false}",
outputs_phase4_smoke,outputs_phase4_smoke,outputs_phase4_smoke,2026-04-13T11:54:26+08:00,success,false,false,,c8e285e152e148d4616f2bce7283c011566b4796,normalized_sha1,experiments/configs/c8e285e152e148d4616f2bce7283c011566b4796.yaml,config_hash_match,experiments/configs/c8e285e152e148d4616f2bce7283c011566b4796.yaml,c8e285e152e148d4616f2bce7283c011566b4796,outputs_phase4_smoke/metrics/summary_vs_paper.csv,49.098248,0.573824,0,2,2,"{""datasets.external"": [""0050"", ""0233""], ""datasets.external_count"": 2, ""datasets.pretrain_count"": 14, ""models.CALIBRATE"": true, ""models.CLIP_MULT"": 1.5, ""models.ENABLE_FAIL_TUNING"": true, ""models.FUSION_TOP_K"": 2, ""seeds.default"": ""0:1"", ""transfer_weights.adaptive_source"": false, ""transfer_weights.max_scale"": 2.0, ""transfer_weights.min_scale"": 0.25, ""transfer_weights.similarity_power"": 2.0, ""transfer_weights.source"": 0.2, ""transfer_weights.target"": 1.0, ""transfer_weights.target_normalize"": false}",
outputs_phase4_smoke_v2,outputs_phase4_smoke_v2,outputs_phase4_smoke_v2,2026-04-13T11:55:31+08:00,success,false,false,,ab4f340fe52b53b7c23520be306907bdd58c4a1a,normalized_sha1,experiments/configs/ab4f340fe52b53b7c23520be306907bdd58c4a1a.yaml,config_hash_match,experiments/configs/ab4f340fe52b53b7c23520be306907bdd58c4a1a.yaml,ab4f340fe52b53b7c23520be306907bdd58c4a1a,outputs_phase4_smoke_v2/metrics/summary_vs_paper.csv,49.098248,0.573824,0,2,2,"{""datasets.external"": [""0050"", ""0233""], ""datasets.external_count"": 2, ""datasets.pretrain_count"": 14, ""models.CALIBRATE"": true, ""models.CLIP_MULT"": 1.5, ""models.ENABLE_FAIL_TUNING"": true, ""models.FUSION_TOP_K"": 2, ""seeds.default"": ""0:1"", ""transfer_weights.adaptive_source"": false, ""transfer_weights.max_scale"": 2.0, ""transfer_weights.min_scale"": 0.25, ""transfer_weights.similarity_power"": 2.0, ""transfer_weights.source"": 0.2, ""transfer_weights.target"": 1.0, ""transfer_weights.target_normalize"": false}",
outputs_phase7_smoke,outputs_phase7_smoke,outputs_phase7_smoke,2026-04-13T17:31:35+08:00,success,false,false,,afc4479bdbcc982c0fed98e7aa5b319205195fe4,normalized_sha1,experiments/configs/afc4479bdbcc982c0fed98e7aa5b319205195fe4.yaml,config_hash_match,experiments/configs/afc4479bdbcc982c0fed98e7aa5b319205195fe4.yaml,afc4479bdbcc982c0fed98e7aa5b319205195fe4,outputs_phase7_smoke/metrics/summary_vs_paper.csv,48.618104,0.578559,0,2,2,"{""datasets.external"": [""0050"", ""0233""], ""datasets.external_count"": 2, ""datasets.pretrain_count"": 14, ""models.CALIBRATE"": true, ""models.CLIP_MULT"": 1.5, ""models.ENABLE_FAIL_TUNING"": true, ""models.FUSION_TOP_K"": 4, ""seeds.default"": ""0:1"", ""transfer_weights.adaptive_source"": true, ""transfer_weights.max_scale"": 2.0, ""transfer_weights.min_scale"": 0.25, ""transfer_weights.similarity_power"": 2.0, ""transfer_weights.source"": 0.2, ""transfer_weights.target"": 1.0, ""transfer_weights.target_normalize"": false}",
outputs_phase8_smoke,outputs_phase8_smoke,outputs_phase8_smoke,2026-04-13T18:30:31+08:00,success,false,false,,3bbea1fced5887c794f4f7547baf9881e2b639c0,normalized_sha1,experiments/configs/3bbea1fced5887c794f4f7547baf9881e2b639c0.yaml,config_hash_match,experiments/configs/3bbea1fced5887c794f4f7547baf9881e2b639c0.yaml,3bbea1fced5887c794f4f7547baf9881e2b639c0,outputs_phase8_smoke/metrics/summary_vs_paper.csv,48.618104,0.578559,0,2,2,"{""datasets.external"": [""0050"", ""0233""], ""datasets.external_count"": 2, ""datasets.pretrain_count"": 14, ""models.CALIBRATE"": true, ""models.CLIP_MULT"": 1.5, ""models.ENABLE_FAIL_TUNING"": true, ""models.FUSION_TOP_K"": 4, ""seeds.default"": ""0:1"", ""transfer_weights.adaptive_source"": true, ""transfer_weights.max_scale"": 2.0, ""transfer_weights.min_scale"": 0.25, ""transfer_weights.similarity_power"": 2.0, ""transfer_weights.source"": 0.2, ""transfer_weights.target"": 1.0, ""transfer_weights.target_normalize"": false}",
outputs_quick6_combo_hyper_ridge_trees_cpvec_v1,outputs_quick6_combo_hyper_ridge_trees_cpvec_v1,outputs_quick6_combo_hyper_ridge_trees_cpvec_v1,2026-02-10T03:00:34+08:00,success,false,false,,630464e09659ad7a079a54ba44af850e7eeffb7d,normalized_sha1,configs/quick6_combo_hyper_ridge_trees_cpvec.yaml,output_root_match,experiments/configs/630464e09659ad7a079a54ba44af850e7eeffb7d.yaml,630464e09659ad7a079a54ba44af850e7eeffb7d,outputs_quick6_combo_hyper_ridge_trees_cpvec_v1/metrics/summary_vs_paper.csv,193.633500,0.853312,0,6,5,"{""data.cpvec.enabled"": true, ""datasets.external_count"": 6, ""datasets.pretrain_count"": 14, ""models.CALIBRATE"": false, ""models.CLIP_MULT"": 1.5, ""models.ENABLE_FAIL_TUNING"": true, ""models.ENABLE_HYPER_TL"": true, ""models.FUSION_TOP_K"": 3, ""models.HYPER_TL.cp_hidden"": 512, ""models.HYPER_TL.dropout"": 0.05, ""models.HYPER_TL.embed_dim"": 256, ""models.HYPER_TL.mol_hidden"": 1024, ""models.HYPER_TL.n_models"": 5, ""models.ONLY_HYPER_TL"": false, ""seeds.default"": ""0:4"", ""transfer_weights.adaptive_source"": true, ""transfer_weights.max_scale"": 2.0, ""transfer_weights.min_scale"": 0.25, ""transfer_weights.similarity_power"": 2.0, ""transfer_weights.source"": 0.2, ""transfer_weights.source_weight_mode"": ""per_sample"", ""transfer_weights.target"": 1.0, ""transfer_weights.target_transform"": ""none"", ""transfer_weights.top_k_sources"": 5}",
outputs_quick6_combo_hyper_ridge_trees_v1,outputs_quick6_combo_hyper_ridge_trees_v1,outputs_quick6_combo_hyper_ridge_trees_v1,2026-02-09T23:29:38+08:00,success,false,false,,c9050b8657992a601ca97b7f6036e61a64775edd,normalized_sha1,configs/quick6_combo_hyper_ridge_trees.yaml,output_root_match,experiments/configs/c9050b8657992a601ca97b7f6036e61a64775edd.yaml,c9050b8657992a601ca97b7f6036e61a64775edd,outputs_quick6_combo_hyper_ridge_trees_v1/metrics/summary_vs_paper.csv,197.894293,0.830047,0,6,5,"{""datasets.external_count"": 6, ""datasets.pretrain_count"": 14, ""models.CALIBRATE"": false, ""models.CLIP_MULT"": 1.5, ""models.ENABLE_FAIL_TUNING"": true, ""models.ENABLE_HYPER_TL"": true, ""models.FUSION_TOP_K"": 3, ""models.HYPER_TL.cp_hidden"": 512, ""models.HYPER_TL.dropout"": 0.05, ""models.HYPER_TL.embed_dim"": 256, ""models.HYPER_TL.mol_hidden"": 1024, ""models.HYPER_TL.n_models"": 5, ""models.ONLY_HYPER_TL"": false, ""seeds.default"": ""0:4"", ""transfer_weights.adaptive_source"": true, ""transfer_weights.max_scale"": 2.0, ""transfer_weights.min_scale"": 0.25, ""transfer_weights.similarity_power"": 2.0, ""transfer_weights.source"": 0.2, ""transfer_weights.source_weight_mode"": ""per_sample"", ""transfer_weights.target"": 1.0, ""transfer_weights.target_transform"": ""none"", ""transfer_weights.top_k_sources"": 5}",
outputs_quick6_full_v1,outputs_quick6_full_v1,outputs_quick6_full_v1,2026-02-09T20:03:22+08:00,success,false,false,,e4630c0578fd8ef748c9c3a310163f05a537f7d4,normalized_sha1,configs/rplc_14x14_quick6_full.yaml,output_root_match,experiments/configs/e4630c0578fd8ef748c9c3a310163f05a537f7d4.yaml,e4630c0578fd8ef748c9c3a310163f05a537f7d4,outputs_quick6_full_v1/metrics/summary_vs_paper.csv,272.592475,0.744234,0,6,2,"{""datasets.external_count"": 6, ""datasets.pretrain_count"": 14, ""models.CALIBRATE"": true, ""models.CLIP_MULT"": 1.5, ""models.ENABLE_FAIL_TUNING"": true, ""models.FUSION_TOP_K"": 4, ""seeds.default"": ""0:4"", ""transfer_weights.adaptive_source"": true, ""transfer_weights.max_scale"": 2.0, ""transfer_weights.min_scale"": 0.25, ""transfer_weights.similarity_power"": 2.0, ""transfer_weights.source"": 0.2, ""transfer_weights.target"": 1.0, ""transfer_weights.target_normalize"": false}",
outputs_quick6_hyper_ens5_big_clip15_v1,outputs_quick6_hyper_ens5_big_clip15_v1,outputs_quick6_hyper_ens5_big_clip15_v1,2026-02-09T21:56:24+08:00,success,false,false,,09540ca6010edf65e622f80d44b412a1a1603b82,normalized_sha1,configs/quick6_hyper_ens5_big_clip15.yaml,output_root_match,experiments/configs/09540ca6010edf65e622f80d44b412a1a1603b82.yaml,09540ca6010edf65e622f80d44b412a1a1603b82,outputs_quick6_hyper_ens5_big_clip15_v1/metrics/summary_vs_paper.csv,194.720580,0.844697,0,6,5,"{""datasets.external_count"": 6, ""datasets.pretrain_count"": 14, ""models.CALIBRATE"": false, ""models.CLIP_MULT"": 1.5, ""models.ENABLE_FAIL_TUNING"": false, ""models.ENABLE_HYPER_TL"": true, ""models.FUSION_TOP_K"": 1, ""models.HYPER_TL.cp_hidden"": 512, ""models.HYPER_TL.dropout"": 0.05, ""models.HYPER_TL.embed_dim"": 256, ""models.HYPER_TL.mol_hidden"": 1024, ""models.HYPER_TL.n_models"": 5, ""models.ONLY_HYPER_TL"": true, ""seeds.default"": ""0:4"", ""transfer_weights.adaptive_source"": false, ""transfer_weights.source"": 0.2, ""transfer_weights.target"": 1.0, ""transfer_weights.target_transform"": ""none""}",
outputs_quick6_hyper_ens5_big_v1,outputs_quick6_hyper_ens5_big_v1,outputs_quick6_hyper_ens5_big_v1,2026-02-09T21:52:10+08:00,success,false,false,,25aef89ada1c69ffb56ef1b8a4a67804442c6aa0,normalized_sha1,configs/quick6_hyper_ens5_big.yaml,output_root_match,experiments/configs/25aef89ada1c69ffb56ef1b8a4a67804442c6aa0.yaml,25aef89ada1c69ffb56ef1b8a4a67804442c6aa0,outputs_quick6_hyper_ens5_big_v1/metrics/summary_vs_paper.csv,439.770763,-9.535078,0,6,5,"{""datasets.external_count"": 6, ""datasets.pretrain_count"": 14, ""models.CALIBRATE"": false, ""models.CLIP_MULT"": 10.0, ""models.ENABLE_FAIL_TUNING"": false, ""models.ENABLE_HYPER_TL"": true, ""models.FUSION_TOP_K"": 1, ""models.HYPER_TL.cp_hidden"": 512, ""models.HYPER_TL.dropout"": 0.05, ""models.HYPER_TL.embed_dim"": 256, ""models.HYPER_TL.mol_hidden"": 1024, ""models.HYPER_TL.n_models"": 5, ""models.ONLY_HYPER_TL"": true, ""seeds.default"": ""0:4"", ""transfer_weights.adaptive_source"": false, ""transfer_weights.source"": 0.2, ""transfer_weights.target"": 1.0, ""transfer_weights.target_transform"": ""none""}",
outputs_quick6_v1,outputs_quick6_v1,outputs_quick6_v1,2026-02-09T17:41:14+08:00,success,false,false,,8cc35b8636babd662f4889abfe5f7ae752cd03de,normalized_sha1,configs/rplc_14x14_quick6.yaml,output_root_match,experiments/configs/8cc35b8636babd662f4889abfe5f7ae752cd03de.yaml,8cc35b8636babd662f4889abfe5f7ae752cd03de,outputs_quick6_v1/metrics/summary_vs_paper.csv,271.657789,0.725043,0,6,5,"{""datasets.external_count"": 6, ""datasets.pretrain_count"": 14, ""models.CALIBRATE"": true, ""models.CLIP_MULT"": 1.5, ""models.ENABLE_FAIL_TUNING"": true, ""models.FUSION_TOP_K"": 4, ""seeds.default"": ""0:4"", ""transfer_weights.adaptive_source"": true, ""transfer_weights.max_scale"": 2.0, ""transfer_weights.min_scale"": 0.25, ""transfer_weights.similarity_power"": 2.0, ""transfer_weights.source"": 0.2, ""transfer_weights.target"": 1.0, ""transfer_weights.target_normalize"": false}",
